rated_at,type,title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,tvdb_id,url,released,season_number,episode_number,episode_title,episode_released,episode_trakt_rating,episode_trakt_id,episode_imdb_id,episode_tmdb_id,episode_tvdb_id,genres,rating
2024-11-01T10:38:52.719252,movie,Troop Zero,2019,,,tt2404465,525946,,https://www.themoviedb.org/movie/525946,2019-02-01,,,,,,,,,,,7.0
2024-11-01T10:38:52.938410,movie,Never Look Away,2018,,,tt5311542,423612,,https://www.themoviedb.org/movie/423612,2018-10-03,,,,,,,,,,,7.8
2024-11-01T10:38:53.147289,movie,Only the Strong,1993,,,tt0107750,15797,,https://www.themoviedb.org/movie/15797,1993-08-27,,,,,,,,,,,6.9
2024-11-01T10:38:53.368172,movie,Primary Colors,1998,,,tt0119942,9440,,https://www.themoviedb.org/movie/9440,1998-03-20,,,,,,,,,,,6.3
2024-11-01T10:38:53.579058,movie,Shrek the Musical,2013,,,tt3070936,381696,,https://www.themoviedb.org/movie/381696,2013-09-17,,,,,,,,,,,7.2
2024-11-01T10:38:53.794932,movie,Experimenter,2015,,,tt3726704,309299,,https://www.themoviedb.org/movie/309299,2015-10-16,,,,,,,,,,,6.5
2024-11-01T10:38:54.005794,movie,The Deepest Breath,2023,,,tt24132732,1058647,,https://www.themoviedb.org/movie/1058647,2023-01-21,,,,,,,,,,,7.6
2024-11-01T10:38:54.214692,movie,Rosario Tijeras,2005,,,tt0382271,10810,,https://www.themoviedb.org/movie/10810,2005-08-12,,,,,,,,,,,6.6
2024-11-01T10:38:54.426554,movie,Don't Hang Up,2016,,,tt3610746,375355,,https://www.themoviedb.org/movie/375355,2016-10-22,,,,,,,,,,,6.2
2024-11-01T10:38:54.637435,movie,House of Sand and Fog,2003,,,tt0315983,11093,,https://www.themoviedb.org/movie/11093,2003-12-19,,,,,,,,,,,7.149
2024-11-01T10:38:54.846322,movie,J. Edgar,2011,,,tt1616195,88794,,https://www.themoviedb.org/movie/88794,2011-11-09,,,,,,,,,,,6.231
2024-11-01T10:38:55.064172,movie,Chevalier,2023,,,tt12758486,812635,,https://www.themoviedb.org/movie/812635,2023-04-20,,,,,,,,,,,6.3
2024-11-01T10:38:55.279832,movie,The Hunter,2011,,,tt1703148,70954,,https://www.themoviedb.org/movie/70954,2011-10-06,,,,,,,,,,,6.6
2024-11-01T10:38:55.536690,movie,Bad Asses on the Bayou,2015,,,tt3525346,309887,,https://www.themoviedb.org/movie/309887,2015-03-06,,,,,,,,,,,6.1
2024-11-01T10:38:55.764560,movie,A Christmas Story,1983,,,tt0085334,850,,https://www.themoviedb.org/movie/850,1983-11-18,,,,,,,,,,,7.257
2024-11-01T10:38:55.972145,movie,How to Build a Better Boy,2014,,,tt3098874,286987,,https://www.themoviedb.org/movie/286987,2014-11-18,,,,,,,,,,,6.4
2024-11-01T10:38:56.220720,movie,The Little Shop of Horrors,1960,,,tt0054033,24452,,https://www.themoviedb.org/movie/24452,1960-08-05,,,,,,,,,,,6.2
2024-11-01T10:38:57.125427,movie,A Better Tomorrow II,1987,,,tt0094357,18305,,https://www.themoviedb.org/movie/18305,1987-12-17,,,,,,,,,,,7.1
2024-11-01T10:38:57.335299,movie,The Story of Us,1999,,,tt0160916,12220,,https://www.themoviedb.org/movie/12220,1999-10-14,,,,,,,,,,,6.1
2024-11-01T10:38:57.539640,movie,The Deep,1977,,,tt0075925,20416,,https://www.themoviedb.org/movie/20416,1977-06-17,,,,,,,,,,,6.0
2024-11-01T10:38:57.764525,movie,The Last Waltz,1978,,,tt0077838,13963,,https://www.themoviedb.org/movie/13963,1978-05-01,,,,,,,,,,,7.6
2024-11-01T10:38:57.976163,movie,Rebel in the Rye,2017,,,tt4986134,390056,,https://www.themoviedb.org/movie/390056,2017-09-15,,,,,,,,,,,6.6
2024-11-01T10:38:58.182782,movie,Bodyguards and Assassins,2009,,,tt1403130,30596,,https://www.themoviedb.org/movie/30596,2009-12-18,,,,,,,,,,,6.774
2024-11-01T10:38:58.402666,movie,Pusher II,2004,,,tt0396184,11328,,https://www.themoviedb.org/movie/11328,2004-12-25,,,,,,,,,,,7.2
2024-11-01T10:38:58.653516,movie,The Ballad of Narayama,1983,,,tt0084390,42113,,https://www.themoviedb.org/movie/42113,1983-04-29,,,,,,,,,,,7.5
2024-11-01T10:38:58.863384,movie,Psych: The Movie,2017,,,tt6868216,457840,,https://www.themoviedb.org/movie/457840,2017-12-07,,,,,,,,,,,7.3
2024-11-01T10:38:59.075496,movie,Misbehaviour,2020,,,tt9148706,567965,,https://www.themoviedb.org/movie/567965,2020-03-12,,,,,,,,,,,6.4
2024-11-01T10:38:59.287376,movie,War of the Arrows,2011,,,tt2025526,79224,,https://www.themoviedb.org/movie/79224,2011-08-10,,,,,,,,,,,7.3
2024-11-01T10:38:59.495838,movie,Pooh's Heffalump Halloween Movie,2005,,,tt0457437,14885,,https://www.themoviedb.org/movie/14885,2005-09-13,,,,,,,,,,,6.8
2024-11-01T10:38:59.718709,movie,Island of Fire,1990,,,tt0099812,18767,,https://www.themoviedb.org/movie/18767,1990-03-28,,,,,,,,,,,6.093
2024-11-01T10:38:59.926600,movie,Desert Hearts,1985,,,tt0089015,294,,https://www.themoviedb.org/movie/294,1985-10-01,,,,,,,,,,,7.01
2024-11-01T10:39:00.141467,movie,If Beale Street Could Talk,2018,,,tt7125860,465914,,https://www.themoviedb.org/movie/465914,2018-12-14,,,,,,,,,,,6.94
2024-11-01T10:39:00.354361,movie,Beyond the Universe,2022,,,tt16027944,962232,,https://www.themoviedb.org/movie/962232,2022-10-27,,,,,,,,,,,8.0
2024-11-01T10:39:00.573220,movie,Samba,2014,,,tt3399024,269148,,https://www.themoviedb.org/movie/269148,2014-10-15,,,,,,,,,,,6.3
2024-11-01T10:39:00.786688,movie,The Greatest Night in Pop,2024,,,tt30796448,1226841,,https://www.themoviedb.org/movie/1226841,2024-01-19,,,,,,,,,,,7.9
2024-11-01T10:39:01.049528,movie,Control,2007,,,tt0421082,5708,,https://www.themoviedb.org/movie/5708,2007-09-12,,,,,,,,,,,7.5
2024-11-01T10:39:01.307395,movie,The Stepfather,1987,,,tt0094035,25155,,https://www.themoviedb.org/movie/25155,1987-01-23,,,,,,,,,,,6.5
2024-11-01T10:39:02.209499,movie,A Better Tomorrow,1986,,,tt0092263,11471,,https://www.themoviedb.org/movie/11471,1986-08-02,,,,,,,,,,,7.4
2024-11-01T10:39:02.417369,movie,The Mission,1986,,,tt0091530,11416,,https://www.themoviedb.org/movie/11416,1986-09-24,,,,,,,,,,,7.398
2024-11-01T10:39:02.624338,movie,Four of the Apocalypse,1975,,,tt0073594,48855,,https://www.themoviedb.org/movie/48855,1975-08-12,,,,,,,,,,,6.5
2024-11-01T10:39:02.897430,movie,Space Cowboys,2000,,,tt0186566,5551,,https://www.themoviedb.org/movie/5551,2000-08-04,,,,,,,,,,,6.4
2024-11-01T10:39:03.107320,movie,A Good Person,2023,,,tt14153080,800787,,https://www.themoviedb.org/movie/800787,2023-03-23,,,,,,,,,,,7.0
2024-11-01T10:39:20.749491,movie,Take Shelter,2011,,,tt1675192,64720,,https://www.themoviedb.org/movie/64720,2011-09-30,,,,,,,,,,,7.0
2024-11-01T10:39:20.970381,movie,Petite Maman,2021,,,tt13204490,749004,,https://www.themoviedb.org/movie/749004,2021-06-02,,,,,,,,,,,7.1
2024-11-01T10:39:21.185258,movie,Love in the Afternoon,1957,,,tt0050658,18299,,https://www.themoviedb.org/movie/18299,1957-05-29,,,,,,,,,,,7.0
2024-11-01T10:39:21.405113,movie,Raising Helen,2004,,,tt0350028,4599,,https://www.themoviedb.org/movie/4599,2004-05-27,,,,,,,,,,,6.14
2024-11-01T10:39:21.621987,movie,Confession of Murder,2012,,,tt2468774,140212,,https://www.themoviedb.org/movie/140212,2012-11-08,,,,,,,,,,,7.149
2024-11-01T10:39:21.842877,movie,Carnage,2011,,,tt1692486,72113,,https://www.themoviedb.org/movie/72113,2011-09-16,,,,,,,,,,,7.2
2024-11-01T10:39:22.327594,movie,Where the Tracks End,2023,,,tt21735972,1121316,,https://www.themoviedb.org/movie/1121316,2023-05-26,,,,,,,,,,,8.192
2024-11-01T10:39:22.544474,movie,God Forgives... I Don't!,1967,,,tt0061576,41608,,https://www.themoviedb.org/movie/41608,1967-10-31,,,,,,,,,,,6.6
2024-11-01T10:39:22.767345,movie,The Mimic,2017,,,tt7046826,437108,,https://www.themoviedb.org/movie/437108,2017-08-17,,,,,,,,,,,6.4
2024-11-01T10:39:22.989455,movie,Ride the High Country,1962,,,tt0056412,36206,,https://www.themoviedb.org/movie/36206,1962-06-20,,,,,,,,,,,7.0
2024-11-01T10:39:23.214315,movie,EXIT,2019,,,tt10648440,572164,,https://www.themoviedb.org/movie/572164,2019-07-31,,,,,,,,,,,7.639
2024-11-01T10:39:23.442183,movie,Our Lady of the Assassins,2000,,,tt0250809,44321,,https://www.themoviedb.org/movie/44321,2000-09-01,,,,,,,,,,,7.3
2024-11-01T10:39:23.664057,movie,7500,2019,,,tt6436726,509585,,https://www.themoviedb.org/movie/509585,2019-12-26,,,,,,,,,,,6.148
2024-11-01T10:39:23.894925,movie,Little Man Tate,1991,,,tt0102316,11521,,https://www.themoviedb.org/movie/11521,1991-09-06,,,,,,,,,,,6.559
2024-11-01T10:39:24.115795,movie,The Sentinel,1977,,,tt0076683,18196,,https://www.themoviedb.org/movie/18196,1977-01-07,,,,,,,,,,,6.1
2024-11-01T10:39:24.971071,movie,Until the End of the World,1991,,,tt0101458,10341,,https://www.themoviedb.org/movie/10341,1991-09-12,,,,,,,,,,,6.8
2024-11-01T10:39:25.185937,movie,House of Hummingbird,2019,,,tt8951086,547404,,https://www.themoviedb.org/movie/547404,2019-08-28,,,,,,,,,,,7.7
2024-11-01T10:39:25.406827,movie,Alice in Wonderland,1933,,,tt0023753,25694,,https://www.themoviedb.org/movie/25694,1933-12-18,,,,,,,,,,,6.1
2024-11-01T10:39:25.630412,movie,Valmont,1989,,,tt0098575,37606,,https://www.themoviedb.org/movie/37606,1989-11-17,,,,,,,,,,,6.7
2024-11-01T10:39:26.190091,movie,Your Place or Mine,2023,,,tt12823454,703451,,https://www.themoviedb.org/movie/703451,2023-02-10,,,,,,,,,,,6.3
2024-11-01T10:39:26.401967,movie,The American Friend,1977,,,tt0075675,11222,,https://www.themoviedb.org/movie/11222,1977-06-24,,,,,,,,,,,7.2
2024-11-01T10:39:26.616846,movie,Innocent Blood,1992,,,tt0104511,27381,,https://www.themoviedb.org/movie/27381,1992-09-25,,,,,,,,,,,6.1
2024-11-01T10:39:26.853361,movie,Housesitter,1992,,,tt0104452,10407,,https://www.themoviedb.org/movie/10407,1992-06-12,,,,,,,,,,,6.1
2024-11-01T10:39:27.073192,movie,When the Game Stands Tall,2014,,,tt2247476,232679,,https://www.themoviedb.org/movie/232679,2014-08-22,,,,,,,,,,,6.674
2024-11-01T10:39:27.285816,movie,Horror Express,1972,,,tt0068713,32613,,https://www.themoviedb.org/movie/32613,1972-09-30,,,,,,,,,,,6.3
2024-11-01T10:39:27.502508,movie,The Snow Queen 3: Fire and Ice,2016,,,tt4685554,362058,,https://www.themoviedb.org/movie/362058,2016-12-29,,,,,,,,,,,7.1
2024-11-01T10:39:27.724525,movie,Devdas,2002,,,tt0238936,15917,,https://www.themoviedb.org/movie/15917,2002-07-11,,,,,,,,,,,7.5
2024-11-01T10:39:27.939322,movie,Drowning Love,2016,,,tt5108912,410220,,https://www.themoviedb.org/movie/410220,2016-11-05,,,,,,,,,,,6.2
2024-11-01T10:39:28.149912,movie,The Dinner Game,1998,,,tt0119038,9421,,https://www.themoviedb.org/movie/9421,1998-04-15,,,,,,,,,,,7.791
2024-11-01T10:39:28.366271,movie,Monster Family 2,2021,,,tt15096796,823609,,https://www.themoviedb.org/movie/823609,2021-10-15,,,,,,,,,,,6.8
2024-11-01T10:39:28.619124,movie,Scanners,1981,,,tt0081455,9538,,https://www.themoviedb.org/movie/9538,1981-01-14,,,,,,,,,,,6.7
2024-11-01T10:39:28.837998,movie,2 Days in the Valley,1996,,,tt0115438,9401,,https://www.themoviedb.org/movie/9401,1996-09-11,,,,,,,,,,,6.2
2024-11-01T10:39:29.047888,movie,The Big Bad Fox and Other Tales,2017,,,tt5851904,453191,,https://www.themoviedb.org/movie/453191,2017-06-21,,,,,,,,,,,7.7
2024-11-01T10:39:29.256767,movie,JoJo's Bizarre Adventure: Diamond is Unbreakable – Chapter 1,2017,,,tt6105880,431572,,https://www.themoviedb.org/movie/431572,2017-08-04,,,,,,,,,,,6.8
2024-11-01T10:39:29.478614,movie,An Unfinished Life,2005,,,tt0350261,1947,,https://www.themoviedb.org/movie/1947,2005-09-09,,,,,,,,,,,6.8
2024-11-01T10:39:30.353690,movie,The Great Beauty,2013,,,tt2358891,179144,,https://www.themoviedb.org/movie/179144,2013-05-21,,,,,,,,,,,7.511
2024-11-01T10:39:30.564576,movie,The Lunchbox,2013,,,tt2350496,191714,,https://www.themoviedb.org/movie/191714,2013-09-20,,,,,,,,,,,7.3
2024-11-01T10:39:30.777462,movie,Poison,2023,,,tt28912885,1172676,,https://www.themoviedb.org/movie/1172676,2023-09-29,,,,,,,,,,,6.873
2024-11-01T10:39:31.032676,movie,Thelma,2017,,,tt6304046,401898,,https://www.themoviedb.org/movie/401898,2017-09-15,,,,,,,,,,,6.8
2024-11-01T10:39:31.245544,movie,Metro,2013,,,tt2649128,174733,,https://www.themoviedb.org/movie/174733,2013-02-21,,,,,,,,,,,6.8
2024-11-01T10:39:31.459427,movie,Bad Trip,2021,,,tt9684220,578908,,https://www.themoviedb.org/movie/578908,2021-03-26,,,,,,,,,,,6.054
2024-11-01T10:39:31.670306,movie,Kiss Me Deadly,1955,,,tt0048261,18030,,https://www.themoviedb.org/movie/18030,1955-04-28,,,,,,,,,,,7.2
2024-11-01T10:39:31.883367,movie,Lost and Delirious,2001,,,tt0245238,17612,,https://www.themoviedb.org/movie/17612,2001-01-21,,,,,,,,,,,6.827
2024-11-01T10:39:32.114110,movie,Hemingway & Gellhorn,2012,,,tt0423455,111839,,https://www.themoviedb.org/movie/111839,2012-08-27,,,,,,,,,,,6.1
2024-11-01T10:39:32.328453,movie,Amelia’s Children,2024,,,tt26594993,1082063,,https://www.themoviedb.org/movie/1082063,2024-01-18,,,,,,,,,,,6.283
2024-11-01T10:39:32.538358,movie,Books of Blood,2020,,,tt11242218,715123,,https://www.themoviedb.org/movie/715123,2020-10-07,,,,,,,,,,,6.316
2024-11-01T10:39:32.755749,movie,Wolf Girl and Black Prince,2016,,,tt5224834,375533,,https://www.themoviedb.org/movie/375533,2016-05-28,,,,,,,,,,,6.5
2024-11-01T10:39:32.978599,movie,Macbeth,2015,,,tt2884018,225728,,https://www.themoviedb.org/movie/225728,2015-09-22,,,,,,,,,,,6.5
2024-11-01T10:39:33.198473,movie,Day Watch,2006,,,tt0409904,2269,,https://www.themoviedb.org/movie/2269,2006-01-01,,,,,,,,,,,6.128
2024-11-01T10:39:33.411360,movie,Marty,1955,,,tt0048356,15919,,https://www.themoviedb.org/movie/15919,1955-04-11,,,,,,,,,,,7.4
2024-11-01T10:39:33.619247,movie,Irrational Man,2015,,,tt3715320,282984,,https://www.themoviedb.org/movie/282984,2015-07-17,,,,,,,,,,,6.524
2024-11-01T10:39:33.831728,movie,Earth vs. the Flying Saucers,1956,,,tt0049169,18158,,https://www.themoviedb.org/movie/18158,1956-07-04,,,,,,,,,,,6.0
2024-11-01T10:39:34.045492,movie,The Last Man on Earth,1964,,,tt0058700,21159,,https://www.themoviedb.org/movie/21159,1964-05-06,,,,,,,,,,,6.5
2024-11-01T10:39:34.264427,movie,Sink the Bismarck!,1960,,,tt0054310,18780,,https://www.themoviedb.org/movie/18780,1960-02-11,,,,,,,,,,,6.8
2024-11-01T10:39:34.472307,movie,Bread and Tulips,2000,,,tt0237539,552,,https://www.themoviedb.org/movie/552,2000-03-03,,,,,,,,,,,7.1
2024-11-01T10:39:35.327582,movie,Military Wives,2020,,,tt8951692,617784,,https://www.themoviedb.org/movie/617784,2020-03-06,,,,,,,,,,,6.6
2024-11-01T10:39:35.540460,movie,Hot Summer Nights,2018,,,tt3416536,347866,,https://www.themoviedb.org/movie/347866,2018-07-26,,,,,,,,,,,6.7
2024-11-01T10:39:35.750615,movie,Martial Arts of Shaolin,1986,,,tt0091607,37032,,https://www.themoviedb.org/movie/37032,1986-02-01,,,,,,,,,,,6.3
2024-11-01T10:39:35.965491,movie,Spellbound,1945,,,tt0038109,4174,,https://www.themoviedb.org/movie/4174,1945-11-08,,,,,,,,,,,7.4
2024-11-01T10:39:36.187362,movie,Batman: Return of the Caped Crusaders,2016,,,tt5973626,411736,,https://www.themoviedb.org/movie/411736,2016-10-08,,,,,,,,,,,6.456
2024-11-01T10:39:36.403837,movie,Dr. Jekyll and Mr. Hyde,1941,,,tt0033553,3022,,https://www.themoviedb.org/movie/3022,1941-08-12,,,,,,,,,,,6.4
2024-11-01T10:39:36.613728,movie,The Evil of Frankenstein,1964,,,tt0058073,3124,,https://www.themoviedb.org/movie/3124,1964-05-08,,,,,,,,,,,6.142
2024-11-01T10:39:36.819609,movie,Lansky,2021,,,tt5078852,693827,,https://www.themoviedb.org/movie/693827,2021-06-24,,,,,,,,,,,6.071
2024-11-01T10:39:37.036485,movie,Seized,2020,,,tt7221772,572751,,https://www.themoviedb.org/movie/572751,2020-10-13,,,,,,,,,,,6.636
2024-11-01T10:39:37.253366,movie,Million Dollar Arm,2014,,,tt1647668,198185,,https://www.themoviedb.org/movie/198185,2014-05-09,,,,,,,,,,,6.733
2024-11-01T10:39:37.474238,movie,Force 10 from Navarone,1978,,,tt0077572,17339,,https://www.themoviedb.org/movie/17339,1978-08-16,,,,,,,,,,,6.2
2024-11-01T10:39:37.687116,movie,Repo Man,1984,,,tt0087995,13820,,https://www.themoviedb.org/movie/13820,1984-03-02,,,,,,,,,,,6.6
2024-11-01T10:39:37.896706,movie,Eileen,2023,,,tt5198890,664341,,https://www.themoviedb.org/movie/664341,2023-12-01,,,,,,,,,,,6.115
2024-11-01T10:39:38.113600,movie,Last of the Renegades,1964,,,tt0058751,3686,,https://www.themoviedb.org/movie/3686,1964-09-17,,,,,,,,,,,6.6
2024-11-01T10:39:38.331470,movie,From Beijing with Love,1994,,,tt0109962,41387,,https://www.themoviedb.org/movie/41387,1994-10-13,,,,,,,,,,,6.9
2024-11-01T10:39:38.544352,movie,Green Card,1990,,,tt0099699,12157,,https://www.themoviedb.org/movie/12157,1990-12-23,,,,,,,,,,,6.106
2024-11-01T10:39:38.758210,movie,I'm for the Hippopotamus,1979,,,tt0079351,9031,,https://www.themoviedb.org/movie/9031,1979-11-30,,,,,,,,,,,6.762
2024-11-01T10:39:38.974104,movie,Viy,1967,,,tt0062453,57230,,https://www.themoviedb.org/movie/57230,1967-11-27,,,,,,,,,,,6.9
2024-11-01T10:39:39.182986,movie,Savage Streets,1984,,,tt0088044,14673,,https://www.themoviedb.org/movie/14673,1984-08-30,,,,,,,,,,,6.2
2024-11-01T10:39:39.401843,movie,Lamb,2021,,,tt9812474,788929,,https://www.themoviedb.org/movie/788929,2021-08-12,,,,,,,,,,,6.47
2024-11-01T10:39:40.230914,movie,American Murder: The Family Next Door,2020,,,tt12987894,743601,,https://www.themoviedb.org/movie/743601,2020-09-29,,,,,,,,,,,7.292
2024-11-01T10:39:40.436794,movie,Veneciafrenia,2022,,,tt12412166,756681,,https://www.themoviedb.org/movie/756681,2022-04-22,,,,,,,,,,,6.0
2024-11-01T10:39:40.652671,movie,After the Wedding,2006,,,tt0457655,3549,,https://www.themoviedb.org/movie/3549,2006-02-24,,,,,,,,,,,7.1
2024-11-01T10:39:40.862567,movie,Bring It On,2000,,,tt0204946,1588,,https://www.themoviedb.org/movie/1588,2000-08-25,,,,,,,,,,,6.2
2024-11-01T10:39:41.126401,movie,Bugsy Malone,1976,,,tt0074256,8446,,https://www.themoviedb.org/movie/8446,1976-07-22,,,,,,,,,,,6.6
2024-11-01T10:39:41.339294,movie,Bad Lieutenant,1992,,,tt0103759,12143,,https://www.themoviedb.org/movie/12143,1992-11-20,,,,,,,,,,,7.0
2024-11-01T10:39:41.545176,movie,Reality Bites,1994,,,tt0110950,2788,,https://www.themoviedb.org/movie/2788,1994-02-18,,,,,,,,,,,6.557
2024-11-01T10:39:41.795012,movie,The Cincinnati Kid,1965,,,tt0059037,886,,https://www.themoviedb.org/movie/886,1965-10-15,,,,,,,,,,,7.0
2024-11-01T10:39:42.007445,movie,Mud,2013,,,tt1935179,103731,,https://www.themoviedb.org/movie/103731,2013-04-26,,,,,,,,,,,7.06
2024-11-01T10:39:42.214336,movie,55 Days at Peking,1963,,,tt0056800,27759,,https://www.themoviedb.org/movie/27759,1963-05-06,,,,,,,,,,,7.0
2024-11-01T10:39:42.418225,movie,A Passage to India,1984,,,tt0087892,15927,,https://www.themoviedb.org/movie/15927,1984-12-14,,,,,,,,,,,6.8
2024-11-01T10:39:42.625087,movie,The Summit of the Gods,2021,,,tt7014378,712454,,https://www.themoviedb.org/movie/712454,2021-09-22,,,,,,,,,,,7.8
2024-11-01T10:39:42.831969,movie,Miss Americana,2020,,,tt11388580,653567,,https://www.themoviedb.org/movie/653567,2020-01-31,,,,,,,,,,,7.9
2024-11-01T10:39:43.036163,movie,Truth,2015,,,tt3859076,300693,,https://www.themoviedb.org/movie/300693,2015-10-16,,,,,,,,,,,6.6
2024-11-01T10:39:43.244058,movie,Blue Chips,1994,,,tt0109305,19819,,https://www.themoviedb.org/movie/19819,1994-02-18,,,,,,,,,,,6.1
2024-11-01T10:39:43.455936,movie,Flowers in the Attic,1987,,,tt0093036,15658,,https://www.themoviedb.org/movie/15658,1987-11-20,,,,,,,,,,,6.3
2024-11-01T10:39:43.667799,movie,Elizabeth Harvest,2018,,,tt6852872,457041,,https://www.themoviedb.org/movie/457041,2018-08-10,,,,,,,,,,,6.2
2024-11-01T10:39:43.873696,movie,Paris When It Sizzles,1964,,,tt0058453,22829,,https://www.themoviedb.org/movie/22829,1964-03-01,,,,,,,,,,,6.287
2024-11-01T10:39:44.080558,movie,10 Days of a Good Man,2023,,,tt23334464,1073337,,https://www.themoviedb.org/movie/1073337,2023-02-10,,,,,,,,,,,6.6
2024-11-01T10:39:44.288440,movie,I Am Not a Witch,2017,,,tt6213284,449757,,https://www.themoviedb.org/movie/449757,2017-10-20,,,,,,,,,,,6.7
2024-11-01T10:39:45.191936,movie,Il Sorpasso,1962,,,tt0056512,24188,,https://www.themoviedb.org/movie/24188,1962-12-05,,,,,,,,,,,8.223
2024-11-01T10:39:45.402810,movie,Swiss Family Robinson,1960,,,tt0054357,18444,,https://www.themoviedb.org/movie/18444,1960-12-21,,,,,,,,,,,6.9
2024-11-01T10:39:45.630688,movie,The Perfect Man,2005,,,tt0380623,15648,,https://www.themoviedb.org/movie/15648,2005-06-17,,,,,,,,,,,6.108
2024-11-01T10:39:45.835591,movie,Chato's Land,1972,,,tt0066907,26119,,https://www.themoviedb.org/movie/26119,1972-05-25,,,,,,,,,,,6.5
2024-11-01T10:39:46.044454,movie,A Moroccan Affair,2023,,,tt21114104,1074049,,https://www.themoviedb.org/movie/1074049,2023-12-01,,,,,,,,,,,6.0
2024-11-01T10:39:46.252336,movie,Weird: The Al Yankovic Story,2022,,,tt17076046,928344,,https://www.themoviedb.org/movie/928344,2022-09-08,,,,,,,,,,,6.686
2024-11-01T10:39:46.457215,movie,Elisa & Marcela,2019,,,tt6704898,535356,,https://www.themoviedb.org/movie/535356,2019-05-24,,,,,,,,,,,7.3
2024-11-01T10:39:46.664133,movie,Hitchcock,2012,,,tt0975645,112336,,https://www.themoviedb.org/movie/112336,2012-11-22,,,,,,,,,,,6.6
2024-11-01T10:39:46.867981,movie,Dark Passage,1947,,,tt0039302,16227,,https://www.themoviedb.org/movie/16227,1947-09-05,,,,,,,,,,,7.3
2024-11-01T10:39:47.077854,movie,Fantomas Unleashed,1965,,,tt0059168,1870,,https://www.themoviedb.org/movie/1870,1965-12-08,,,,,,,,,,,6.8
2024-11-01T10:39:47.279964,movie,Last Man Standing,1996,,,tt0116830,9333,,https://www.themoviedb.org/movie/9333,1996-09-20,,,,,,,,,,,6.3
2024-11-01T10:39:47.488911,movie,The Prophecy,1995,,,tt0114194,11980,,https://www.themoviedb.org/movie/11980,1995-08-05,,,,,,,,,,,6.5
2024-11-01T10:39:47.700788,movie,Syriana,2005,,,tt0365737,231,,https://www.themoviedb.org/movie/231,2005-11-23,,,,,,,,,,,6.429
2024-11-01T10:39:47.908075,movie,Fat Man and Little Boy,1989,,,tt0097336,27461,,https://www.themoviedb.org/movie/27461,1989-10-20,,,,,,,,,,,6.2
2024-11-01T10:39:48.114963,movie,Hard Times,1975,,,tt0073092,22094,,https://www.themoviedb.org/movie/22094,1975-08-13,,,,,,,,,,,6.7
2024-11-01T10:39:48.323845,movie,A Chinese Ghost Story,1987,,,tt0093978,30421,,https://www.themoviedb.org/movie/30421,1987-07-18,,,,,,,,,,,7.3
2024-11-01T10:39:48.572682,movie,The General,1926,,,tt0017925,961,,https://www.themoviedb.org/movie/961,1926-12-25,,,,,,,,,,,7.965
2024-11-01T10:39:48.780565,movie,Citizenfour,2014,,,tt4044364,293310,,https://www.themoviedb.org/movie/293310,2014-10-10,,,,,,,,,,,7.75
2024-11-01T10:39:48.999453,movie,Ophelia,2019,,,tt5690810,428836,,https://www.themoviedb.org/movie/428836,2019-06-28,,,,,,,,,,,7.1
2024-11-01T10:39:49.206318,movie,Encounter,2021,,,tt12800524,728526,,https://www.themoviedb.org/movie/728526,2021-12-03,,,,,,,,,,,6.3
2024-11-01T10:39:50.042180,movie,LEGO Scooby-Doo! Blowout Beach Bash,2017,,,tt6946580,461054,,https://www.themoviedb.org/movie/461054,2017-07-11,,,,,,,,,,,7.3
2024-11-01T10:39:50.246098,movie,The Ipcress File,1965,,,tt0059319,15247,,https://www.themoviedb.org/movie/15247,1965-03-18,,,,,,,,,,,6.8
2024-11-01T10:39:50.449982,movie,I Love You Phillip Morris,2010,,,tt1045772,8952,,https://www.themoviedb.org/movie/8952,2010-02-04,,,,,,,,,,,6.436
2024-11-01T10:39:50.659859,movie,V.I.P.,2017,,,tt6413410,435601,,https://www.themoviedb.org/movie/435601,2017-08-23,,,,,,,,,,,7.8
2024-11-01T10:39:50.868742,movie,Man of the West,1958,,,tt0051899,14674,,https://www.themoviedb.org/movie/14674,1958-06-20,,,,,,,,,,,6.6
2024-11-01T10:39:51.076623,movie,Ice Princess,2005,,,tt0396652,13374,,https://www.themoviedb.org/movie/13374,2005-03-17,,,,,,,,,,,6.398
2024-11-01T10:39:51.284517,movie,Sherlock Jr.,1924,,,tt0015324,992,,https://www.themoviedb.org/movie/992,1924-04-17,,,,,,,,,,,8.075
2024-11-01T10:39:51.488384,movie,Stowaway,2022,,,tt8889818,999205,,https://www.themoviedb.org/movie/999205,2022-08-31,,,,,,,,,,,6.4
2024-11-01T10:39:51.707257,movie,Hamlet,1996,,,tt0116477,10549,,https://www.themoviedb.org/movie/10549,1996-12-25,,,,,,,,,,,7.3
2024-11-01T10:39:51.915155,movie,Dead Man,1995,,,tt0112817,922,,https://www.themoviedb.org/movie/922,1995-12-23,,,,,,,,,,,7.3
2024-11-01T10:39:52.132013,movie,Capture the Flag,2015,,,tt3896100,300602,,https://www.themoviedb.org/movie/300602,2015-08-28,,,,,,,,,,,6.1
2024-11-01T10:39:52.345906,movie,Hoodlum,1997,,,tt0119311,22073,,https://www.themoviedb.org/movie/22073,1997-08-27,,,,,,,,,,,6.4
